,image,emotion
89,Adrian_Murrell_0001.jpg,neutral
90,Adrian_Nastase_0001.jpg,neutral
91,Adrian_Nastase_0002.jpg,neutral
92,Adriana_Lima_0001.jpg,neutral
93,Adriana_Perez_Navarro_0001.jpg,happiness
94,Adrianna_Zuzic_0001.jpg,neutral
95,Adrien_Brody_0001.jpg,happiness
96,Adrien_Brody_0002.jpg,neutral
97,Adrien_Brody_0003.jpg,happiness
98,Adrien_Brody_0004.jpg,happiness
99,Adrien_Brody_0005.jpg,neutral
100,Adrien_Brody_0006.jpg,happiness
101,Adrien_Brody_0007.jpg,happiness
102,Adrien_Brody_0008.jpg,neutral
103,Adrien_Brody_0009.jpg,happiness
104,Adrien_Brody_0010.jpg,happiness
105,Adrien_Brody_0011.jpg,happiness
106,Adrien_Brody_0012.jpg,neutral
107,Afton_Smith_0001.jpg,happiness
108,Agbani_Darego_0001.jpg,neutral
109,Agnelo_Queiroz_0001.jpg,neutral
110,Agnes_Bruckner_0001.jpg,neutral
111,Ahmad_Jbarah_0001.jpg,neutral
112,Ahmad_Masood_0001.jpg,neutral
113,Ahmad_Masood_0002.jpg,neutral
114,Ahmed_Ahmed_0001.jpg,happiness
115,Ahmed_Chalabi_0001.jpg,neutral
116,Ahmed_Chalabi_0002.jpg,neutral
117,Ahmed_Chalabi_0003.jpg,neutral
118,Ahmed_Chalabi_0004.jpg,happiness
119,Ahmed_Chalabi_0005.jpg,neutral
120,Ahmed_Ghazi_0001.jpg,neutral
121,Ahmed_Ibrahim_Bilal_0001.jpg,neutral
122,Ahmed_Lopez_0001.jpg,neutral
123,Ahmed_Qureia_0001.jpg,happiness
124,Ahmet_Demir_0001.jpg,neutral
125,Ahmet_Necdet_Sezer_0001.jpg,neutral
126,Ahmet_Necdet_Sezer_0002.jpg,neutral
127,Ai_Sugiyama_0001.jpg,happiness
128,Ai_Sugiyama_0002.jpg,happiness
129,Ai_Sugiyama_0003.jpg,happiness
130,Ai_Sugiyama_0004.jpg,happiness
131,Ai_Sugiyama_0005.jpg,happiness
132,Aicha_El_Ouafi_0001.jpg,neutral
133,Aicha_El_Ouafi_0002.jpg,neutral
134,Aicha_El_Ouafi_0003.jpg,neutral
135,Aidan_Quinn_0001.jpg,neutral
136,Aileen_Riggin_Soule_0001.jpg,happiness
137,Ain_Seppik_0001.jpg,neutral
138,Ainsworth_Dyer_0001.jpg,neutral
139,Aishwarya_Rai_0001.jpg,happiness
140,Aitor_Gonzalez_0001.jpg,happiness
141,Aitor_Gonzalez_0002.jpg,happiness
142,Aiysha_Smith_0001.jpg,neutral
143,Ajit_Agarkar_0001.jpg,happiness
144,Akbar_Al_Baker_0001.jpg,happiness
145,Akbar_Hashemi_Rafsanjani_0001.jpg,neutral
146,Akbar_Hashemi_Rafsanjani_0002.jpg,neutral
147,Akbar_Hashemi_Rafsanjani_0003.jpg,neutral
148,Akhmed_Zakayev_0001.jpg,neutral
149,Akhmed_Zakayev_0002.jpg,neutral
150,Akhmed_Zakayev_0003.jpg,neutral
151,Akiko_Morigami_0001.jpg,neutral
152,Akmal_Taher_0001.jpg,happiness
153,Al_Cardenas_0001.jpg,neutral
154,Al_Davis_0001.jpg,happiness
155,Al_Davis_0002.jpg,neutral
156,Al_Gore_0001.jpg,neutral
157,Al_Gore_0002.jpg,anger
158,Al_Gore_0003.jpg,neutral
159,Al_Gore_0004.jpg,neutral
160,Al_Gore_0005.jpg,neutral
161,Al_Gore_0006.jpg,neutral
162,Al_Gore_0007.jpg,happiness
163,Al_Gore_0008.jpg,neutral
164,Al_Leiter_0001.jpg,happiness
165,Al_Pacino_0001.jpg,neutral
166,Al_Pacino_0002.jpg,neutral
167,Al_Pacino_0003.jpg,happiness
168,Al_Sharpton_0001.jpg,neutral
169,Al_Sharpton_0002.jpg,neutral
170,Al_Sharpton_0003.jpg,neutral
171,Al_Sharpton_0004.jpg,neutral
172,Al_Sharpton_0005.jpg,surprise
173,Al_Sharpton_0006.jpg,neutral
174,Al_Sharpton_0007.jpg,neutral
175,Alain_Cervantes_0001.jpg,sadness
176,Alain_Ducasse_0001.jpg,happiness
177,Alan_Ball_0001.jpg,happiness
178,Alan_Ball_0002.jpg,happiness
179,Alan_Dershowitz_0001.jpg,neutral
180,Alan_Dreher_0001.jpg,neutral
181,Alan_Greenspan_0002.jpg,happiness
182,Alan_Greenspan_0003.jpg,surprise
183,Alan_Greenspan_0004.jpg,neutral
184,Alan_Greenspan_0005.jpg,neutral
185,Alan_Greer_0001.jpg,neutral
186,Alan_Jackson_0001.jpg,happiness
187,Alan_Mulally_0001.jpg,neutral
188,Alan_Mulally_0002.jpg,happiness
189,Alan_Stonecipher_0001.jpg,neutral
190,Alan_Tang_Kwong-wing_0001.jpg,neutral
191,Alan_Trammell_0001.jpg,happiness
192,Alan_Zemaitis_0001.jpg,neutral
193,Alanis_Morissette_0001.jpg,happiness
194,Alanna_Ubach_0001.jpg,happiness
195,Alastair_Campbell_0001.jpg,neutral
196,Alastair_Campbell_0002.jpg,neutral
197,Alastair_Campbell_0003.jpg,neutral
198,Alastair_Campbell_0004.jpg,neutral
199,Alastair_Campbell_0005.jpg,neutral
200,Alastair_Johnston_0001.jpg,happiness
201,Albaro_Recoba_0001.jpg,neutral
202,Albert_Brooks_0001.jpg,happiness
203,Albert_Costa_0001.jpg,neutral
204,Albert_Costa_0002.jpg,neutral
205,Albert_Costa_0003.jpg,neutral
206,Albert_Costa_0004.jpg,neutral
207,Albert_Costa_0005.jpg,neutral
208,Albert_Costa_0006.jpg,neutral
209,Albert_Montanes_0001.jpg,neutral
210,Albert_Pujols_0001.jpg,happiness
211,Alberta_Lee_0001.jpg,happiness
212,Alberto_Acosta_0001.jpg,neutral
213,Alberto_Fujimori_0001.jpg,happiness
214,Alberto_Fujimori_0002.jpg,neutral
215,Alberto_Gonzales_0001.jpg,neutral
216,Alberto_Ruiz_Gallardon_0001.jpg,neutral
217,Alberto_Ruiz_Gallardon_0002.jpg,happiness
218,Alberto_Sordi_0001.jpg,happiness
219,Albrecht_Mentz_0001.jpg,neutral
220,Albrecht_Mentz_0002.jpg,neutral
221,Aldo_Paredes_0001.jpg,happiness
222,Aldo_Paredes_0002.jpg,happiness
223,Alec_Baldwin_0001.jpg,happiness
224,Alec_Baldwin_0002.jpg,happiness
225,Alec_Baldwin_0003.jpg,neutral
226,Alec_Baldwin_0004.jpg,neutral
227,Alecos_Markides_0001.jpg,neutral
228,Alejandro_Atchugarry_0001.jpg,neutral
229,Alejandro_Atchugarry_0002.jpg,neutral
230,Alejandro_Avila_0001.jpg,neutral
231,Alejandro_Avila_0002.jpg,neutral
232,Alejandro_Avila_0003.jpg,neutral
233,Alejandro_Fernandez_0001.jpg,happiness
234,Alejandro_Gonzalez_Inarritu_0001.jpg,happiness
235,Alejandro_Lembo_0001.jpg,happiness
236,Alejandro_Lerner_0001.jpg,neutral
237,Alejandro_Lopez_0001.jpg,happiness
238,Alejandro_Toledo_0001.jpg,neutral
239,Alejandro_Toledo_0002.jpg,neutral
240,Alejandro_Toledo_0003.jpg,neutral
241,Alejandro_Toledo_0004.jpg,anger
242,Alejandro_Toledo_0005.jpg,neutral
243,Alejandro_Toledo_0006.jpg,neutral
244,Alejandro_Toledo_0007.jpg,happiness
245,Alejandro_Toledo_0008.jpg,neutral
246,Alejandro_Toledo_0009.jpg,happiness
247,Alejandro_Toledo_0010.jpg,neutral
248,Alejandro_Toledo_0011.jpg,neutral
249,Alejandro_Toledo_0012.jpg,happiness
250,Alejandro_Toledo_0013.jpg,happiness
251,Alejandro_Toledo_0014.jpg,neutral
252,Alejandro_Toledo_0015.jpg,happiness
253,Alejandro_Toledo_0016.jpg,neutral
254,Alejandro_Toledo_0017.jpg,happiness
255,Alejandro_Toledo_0018.jpg,happiness
256,Alejandro_Toledo_0019.jpg,neutral
257,Alejandro_Toledo_0020.jpg,neutral
258,Alejandro_Toledo_0021.jpg,happiness
259,Alejandro_Toledo_0022.jpg,neutral
260,Alejandro_Toledo_0023.jpg,neutral
261,Alejandro_Toledo_0024.jpg,happiness
262,Alejandro_Toledo_0025.jpg,neutral
263,Alejandro_Toledo_0026.jpg,happiness
264,Alejandro_Toledo_0027.jpg,happiness
265,Alejandro_Toledo_0028.jpg,neutral
266,Alejandro_Toledo_0029.jpg,neutral
267,Alejandro_Toledo_0030.jpg,neutral
268,Alejandro_Toledo_0031.jpg,happiness
269,Alejandro_Toledo_0032.jpg,happiness
270,Alejandro_Toledo_0033.jpg,neutral
271,Alejandro_Toledo_0035.jpg,happiness
272,Alejandro_Toledo_0036.jpg,neutral
273,Alejandro_Toledo_0037.jpg,neutral
274,Alejandro_Toledo_0038.jpg,neutral
275,Alek_Wek_0001.jpg,happiness
276,Aleksander_Kwasniewski_0001.jpg,happiness
277,Aleksander_Kwasniewski_0002.jpg,happiness
278,Aleksander_Kwasniewski_0003.jpg,neutral
279,Aleksander_Kwasniewski_0004.jpg,neutral
280,Aleksander_Voloshin_0001.jpg,happiness
281,Alessandra_Cerna_0001.jpg,sadness
282,Alessandro_Nesta_0001.jpg,happiness
283,Alex_Barros_0001.jpg,happiness
284,Alex_Barros_0002.jpg,happiness
285,Alex_Cabrera_0001.jpg,neutral
286,Alex_Cejka_0001.jpg,happiness
287,Alex_Corretja_0001.jpg,neutral
288,Alex_Ferguson_0001.jpg,happiness
289,Alex_Gonzalez_0001.jpg,neutral
290,Alex_Holmes_0001.jpg,happiness
291,Alex_King_0001.jpg,neutral
292,Alex_Penelas_0001.jpg,neutral
293,Alex_Penelas_0002.jpg,neutral
294,Alex_Popov_0001.jpg,neutral
295,Alex_Sink_0001.jpg,happiness
296,Alex_Sink_0002.jpg,happiness
297,Alex_Sink_0003.jpg,neutral
298,Alex_Wallau_0001.jpg,happiness
299,Alex_Zanardi_0001.jpg,happiness
300,Alexa_Loren_0001.jpg,neutral
301,Alexa_Vega_0001.jpg,neutral
302,Alexander_Downer_0001.jpg,happiness
303,Alexander_Downer_0002.jpg,neutral
304,Alexander_Downer_0003.jpg,happiness
305,Alexander_Downer_0004.jpg,happiness
306,Alexander_Losyukov_0001.jpg,neutral
307,Alexander_Losyukov_0002.jpg,neutral
308,Alexander_Losyukov_0003.jpg,sadness
309,Alexander_Losyukov_0004.jpg,neutral
310,Alexander_Lukashenko_0001.jpg,anger
311,Alexander_Payne_0001.jpg,neutral
312,Alexander_Rumyantsev_0001.jpg,neutral
313,Alexander_Rumyantsev_0002.jpg,neutral
314,Alexandra_Jackson_0001.jpg,neutral
315,Alexandra_Pelosi_0001.jpg,happiness
316,Alexandra_Rozovskaya_0001.jpg,neutral
317,Alexandra_Spann_0001.jpg,happiness
318,Alexandra_Stevenson_0001.jpg,happiness
319,Alexandra_Stevenson_0002.jpg,neutral
320,Alexandra_Stevenson_0003.jpg,happiness
321,Alexandra_Vodjanikova_0001.jpg,neutral
322,Alexandra_Vodjanikova_0002.jpg,happiness
323,Alexandre_Daigle_0001.jpg,happiness
324,Alexandre_Despatie_0001.jpg,happiness
325,Alexandre_Vinokourov_0001.jpg,neutral
326,Alexis_Bledel_0001.jpg,happiness
327,Alexis_Dennisoff_0001.jpg,happiness
328,Alfonso_Cuaron_0001.jpg,neutral
329,Alfonso_Portillo_0001.jpg,neutral
330,Alfonso_Soriano_0001.jpg,happiness
331,Alfred_Ford_0001.jpg,neutral
332,Alfred_Sant_0001.jpg,neutral
333,Alfredo_Moreno_0001.jpg,happiness
334,Alfredo_Pena_0001.jpg,neutral
335,Alfredo_di_Stefano_0001.jpg,neutral
336,Ali_Abbas_0002.jpg,neutral
337,Ali_Abdullah_Saleh_0001.jpg,neutral
338,Ali_Adbul_Karim_Madani_0001.jpg,happiness
339,Ali_Ahmeti_0001.jpg,neutral
340,Ali_Bin_Hussein_0001.jpg,neutral
341,Ali_Fallahian_0001.jpg,neutral
342,Ali_Hammoud_0001.jpg,happiness
343,Ali_Khamenei_0001.jpg,happiness
344,Ali_Khamenei_0002.jpg,happiness
345,Ali_Khamenei_0003.jpg,happiness
346,Ali_Mohammed_Maher_0001.jpg,neutral
347,Ali_Naimi_0001.jpg,neutral
348,Ali_Naimi_0002.jpg,neutral
349,Ali_Naimi_0003.jpg,neutral
350,Ali_Naimi_0004.jpg,neutral
351,Ali_Naimi_0005.jpg,neutral
352,Ali_Naimi_0006.jpg,neutral
353,Ali_Naimi_0007.jpg,neutral
354,Alice_Fisher_0001.jpg,neutral
355,Alice_Fisher_0002.jpg,neutral
356,Alicia_Hollowell_0001.jpg,anger
357,Alicia_Keys_0001.jpg,happiness
358,Alicia_Molik_0001.jpg,neutral
359,Alicia_Silverstone_0001.jpg,happiness
360,Alicia_Silverstone_0002.jpg,happiness
361,Alicia_Witt_0001.jpg,happiness
362,Alimzhan_Tokhtakhounov_0001.jpg,neutral
363,Alimzhan_Tokhtakhounov_0002.jpg,neutral
364,Alina_Kabaeva_0001.jpg,happiness
365,Aline_Chretien_0001.jpg,happiness
366,Alisha_Richman_0001.jpg,neutral
367,Alison_Krauss_0001.jpg,happiness
368,Alison_Lohman_0001.jpg,happiness
369,Alison_Lohman_0002.jpg,neutral
370,Alistair_MacDonald_0001.jpg,happiness
371,Allan_Kemakeza_0001.jpg,happiness
372,Allan_Wagner_0001.jpg,neutral
373,Allen_Iverson_0001.jpg,surprise
374,Allen_Iverson_0002.jpg,neutral
375,Allen_Rock_0001.jpg,neutral
376,Allison_Janney_0001.jpg,surprise
377,Allison_Janney_0002.jpg,happiness
378,Allison_Searing_0001.jpg,neutral
379,Ally_Sheedy_0001.jpg,happiness
380,Allyson_Felix_0001.jpg,neutral
381,Allyson_Felix_0002.jpg,neutral
382,Allyson_Felix_0003.jpg,happiness
383,Allyson_Felix_0004.jpg,neutral
384,Allyson_Felix_0005.jpg,neutral
385,Almeida_Baptista_0001.jpg,neutral
386,Alonzo_Mourning_0001.jpg,neutral
387,Alvaro_Noboa_0001.jpg,happiness
388,Alvaro_Noboa_0002.jpg,anger
389,Alvaro_Noboa_0003.jpg,happiness
390,Alvaro_Silva_Calderon_0001.jpg,surprise
391,Alvaro_Silva_Calderon_0002.jpg,happiness
392,Alvaro_Silva_Calderon_0003.jpg,neutral
393,Alvaro_Silva_Calderon_0004.jpg,neutral
394,Alvaro_Uribe_0001.jpg,surprise
395,Alvaro_Uribe_0002.jpg,neutral
396,Alvaro_Uribe_0003.jpg,neutral
397,Alvaro_Uribe_0004.jpg,neutral
398,Alvaro_Uribe_0005.jpg,happiness
399,Alvaro_Uribe_0006.jpg,neutral
400,Alvaro_Uribe_0007.jpg,neutral
401,Alvaro_Uribe_0008.jpg,neutral
402,Alvaro_Uribe_0009.jpg,neutral
403,Alvaro_Uribe_0010.jpg,neutral
404,Alvaro_Uribe_0011.jpg,neutral
405,Alvaro_Uribe_0012.jpg,neutral
406,Alvaro_Uribe_0013.jpg,neutral
407,Alvaro_Uribe_0014.jpg,surprise
408,Alvaro_Uribe_0015.jpg,neutral
409,Alvaro_Uribe_0017.jpg,neutral
410,Alvaro_Uribe_0018.jpg,neutral
411,Alvaro_Uribe_0019.jpg,neutral
412,Alvaro_Uribe_0020.jpg,happiness
413,Alvaro_Uribe_0021.jpg,neutral
414,Alvaro_Uribe_0022.jpg,happiness
415,Alvaro_Uribe_0023.jpg,neutral
416,Alvaro_Uribe_0024.jpg,neutral
417,Alvaro_Uribe_0025.jpg,neutral
418,Alvaro_Uribe_0026.jpg,neutral
419,Alvaro_Uribe_0027.jpg,neutral
420,Alvaro_Uribe_0028.jpg,neutral
421,Alvaro_Uribe_0029.jpg,neutral
422,Alvaro_Uribe_0030.jpg,neutral
423,Alvaro_Uribe_0031.jpg,happiness
424,Alvaro_Uribe_0032.jpg,happiness
425,Alvaro_Uribe_0033.jpg,neutral
426,Alvaro_Uribe_0034.jpg,neutral
427,Alvaro_Uribe_0035.jpg,neutral
428,Aly_Wagner_0001.jpg,happiness
429,Alyse_Beaupre_0001.jpg,happiness
430,Alyson_Hannigan_0001.jpg,happiness
431,Amanda_Beard_0001.jpg,happiness
432,Amanda_Beard_0002.jpg,happiness
433,Amanda_Bynes_0001.jpg,happiness
434,Amanda_Bynes_0002.jpg,happiness
435,Amanda_Bynes_0003.jpg,neutral
436,Amanda_Bynes_0004.jpg,neutral
437,Amanda_Coetzer_0001.jpg,sadness
438,Amanda_Coetzer_0002.jpg,neutral
439,Amanda_Marsh_0001.jpg,happiness
440,Amanda_Plumer_0001.jpg,happiness
441,Amber_Frey_0001.jpg,sadness
442,Amber_Tamblyn_0001.jpg,neutral
443,Amber_Tamblyn_0002.jpg,happiness
444,Ambrose_Lee_0001.jpg,neutral
445,Amelia_Vega_0001.jpg,happiness
446,Amelia_Vega_0002.jpg,happiness
447,Amelia_Vega_0003.jpg,happiness
448,Amelia_Vega_0004.jpg,happiness
449,Amelia_Vega_0005.jpg,happiness
450,Amelia_Vega_0006.jpg,happiness
451,Amelia_Vega_0007.jpg,happiness
452,Amelie_Mauresmo_0001.jpg,neutral
453,Amelie_Mauresmo_0002.jpg,surprise
454,Amelie_Mauresmo_0003.jpg,neutral
455,Amelie_Mauresmo_0004.jpg,neutral
456,Amelie_Mauresmo_0005.jpg,surprise
457,Amelie_Mauresmo_0006.jpg,neutral
458,Amelie_Mauresmo_0007.jpg,neutral
459,Amelie_Mauresmo_0008.jpg,neutral
460,Amelie_Mauresmo_0009.jpg,surprise
461,Amelie_Mauresmo_0010.jpg,happiness
462,Amelie_Mauresmo_0011.jpg,neutral
463,Amelie_Mauresmo_0012.jpg,happiness
464,Amelie_Mauresmo_0013.jpg,neutral
465,Amelie_Mauresmo_0014.jpg,surprise
466,Amelie_Mauresmo_0015.jpg,neutral
467,Amelie_Mauresmo_0016.jpg,neutral
468,Amelie_Mauresmo_0017.jpg,neutral
469,Amelie_Mauresmo_0018.jpg,neutral
470,Amelie_Mauresmo_0019.jpg,neutral
471,Amelie_Mauresmo_0020.jpg,neutral
472,Amelie_Mauresmo_0021.jpg,neutral
473,Amer_al-Saadi_0001.jpg,neutral
474,Amer_al-Saadi_0002.jpg,neutral
475,Amer_al-Saadi_0003.jpg,neutral
476,Amer_al-Saadi_0004.jpg,neutral
477,Amporn_Falise_0001.jpg,neutral
478,Amr_Moussa_0001.jpg,neutral
479,Amram_Mitzna_0001.jpg,neutral
480,Amram_Mitzna_0002.jpg,happiness
481,Amy_Cotton_0001.jpg,happiness
482,Amy_Gale_0001.jpg,sadness
483,Amy_Pascal_0001.jpg,happiness
484,Amy_Redford_0001.jpg,happiness
485,Amy_Smart_0001.jpg,happiness
486,Amy_Yasbeck_0001.jpg,happiness
487,AnFernce_Negron_0001.jpg,happiness
488,Ana_Claudia_Talancon_0001.jpg,happiness
489,Ana_Guevara_0001.jpg,happiness
490,Ana_Guevara_0002.jpg,happiness
491,Ana_Guevara_0003.jpg,happiness
492,Ana_Guevara_0004.jpg,happiness
493,Ana_Guevara_0005.jpg,neutral
494,Ana_Guevara_0006.jpg,happiness
495,Ana_Guevara_0007.jpg,happiness
496,Ana_Isabel_Sanchez_0001.jpg,neutral
497,Ana_Palacio_0001.jpg,neutral
498,Ana_Palacio_0002.jpg,neutral
499,Ana_Palacio_0003.jpg,neutral
500,Ana_Palacio_0004.jpg,neutral
501,Ana_Palacio_0005.jpg,neutral
502,Ana_Palacio_0006.jpg,neutral
503,Ana_Palacio_0007.jpg,neutral
504,Ana_Palacio_0008.jpg,neutral
505,Ana_Paula_Gerard_0001.jpg,happiness
506,Ana_Sebastiao_0001.jpg,happiness
507,Anastasia_Kelesidou_0001.jpg,neutral
508,Anastasia_Myskina_0001.jpg,anger
509,Anastasia_Myskina_0002.jpg,surprise
510,Anastasia_Myskina_0003.jpg,anger
511,Anatoliy_Kinakh_0001.jpg,neutral
512,Anders_Ebbeson_0001.jpg,happiness
513,Anders_Ebbeson_0002.jpg,happiness
514,Anders_Fogh_Rasmussen_0001.jpg,surprise
515,Anders_Fogh_Rasmussen_0002.jpg,happiness
516,Anders_Fogh_Rasmussen_0003.jpg,neutral
517,Anders_Fogh_Rasmussen_0004.jpg,happiness
518,Anderson_Varejao_0001.jpg,happiness
519,Andre_Agassi_0001.jpg,neutral
520,Andre_Agassi_0002.jpg,happiness
521,Andre_Agassi_0003.jpg,happiness
522,Andre_Agassi_0004.jpg,happiness
523,Andre_Agassi_0005.jpg,neutral
524,Andre_Agassi_0006.jpg,neutral
525,Andre_Agassi_0007.jpg,happiness
526,Andre_Agassi_0009.jpg,happiness
527,Andre_Agassi_0010.jpg,happiness
528,Andre_Agassi_0011.jpg,neutral
529,Andre_Agassi_0012.jpg,surprise
530,Andre_Agassi_0013.jpg,happiness
531,Andre_Agassi_0014.jpg,sadness
532,Andre_Agassi_0015.jpg,happiness
533,Andre_Agassi_0016.jpg,happiness
534,Andre_Agassi_0017.jpg,happiness
535,Andre_Agassi_0018.jpg,happiness
536,Andre_Agassi_0019.jpg,happiness
537,Andre_Agassi_0020.jpg,happiness
538,Andre_Agassi_0021.jpg,neutral
539,Andre_Agassi_0022.jpg,happiness
540,Andre_Agassi_0023.jpg,happiness
541,Andre_Agassi_0024.jpg,happiness
542,Andre_Agassi_0025.jpg,happiness
543,Andre_Agassi_0026.jpg,happiness
544,Andre_Agassi_0027.jpg,happiness
545,Andre_Agassi_0028.jpg,happiness
546,Andre_Agassi_0029.jpg,happiness
547,Andre_Agassi_0030.jpg,happiness
548,Andre_Agassi_0031.jpg,happiness
549,Andre_Agassi_0032.jpg,happiness
550,Andre_Agassi_0033.jpg,neutral
551,Andre_Agassi_0034.jpg,sadness
552,Andre_Agassi_0035.jpg,happiness
553,Andre_Agassi_0036.jpg,happiness
554,Andre_Bucher_0001.jpg,neutral
555,Andre_Lange_0001.jpg,neutral
556,Andre_Smith_0001.jpg,happiness
557,Andre_Techine_0001.jpg,neutral
558,Andrea_Bocelli_0001.jpg,neutral
559,Andrea_De_Cruz_0001.jpg,happiness
560,Andrea_Kiser_0001.jpg,neutral
561,Andrea_Yates_0001.jpg,neutral
562,Andreas_Vinciguerra_0001.jpg,surprise
563,Andrei_Konchalovsky_0001.jpg,happiness
564,Andrei_Mikhnevich_0001.jpg,happiness
565,Andrei_Mikhnevich_0002.jpg,neutral
566,Andrei_Nikolishin_0001.jpg,happiness
567,Andres_DAlessandro_0001.jpg,happiness
568,Andres_Manuel_Lopez_Obrador_0001.jpg,neutral
569,Andres_Pastrana_0001.jpg,neutral
570,Andrew_Bernard_0001.jpg,neutral
571,Andrew_Bunner_0001.jpg,neutral
572,Andrew_Bunner_0002.jpg,happiness
573,Andrew_Caldecott_0001.jpg,neutral
574,Andrew_Cuomo_0001.jpg,neutral
575,Andrew_Cuomo_0002.jpg,happiness
576,Andrew_Fastow_0001.jpg,neutral
577,Andrew_Firestone_0001.jpg,happiness
578,Andrew_Gilligan_0001.jpg,neutral
579,Andrew_Jarecki_0001.jpg,neutral
580,Andrew_Luster_0001.jpg,neutral
581,Andrew_Niccol_0002.jpg,neutral
582,Andrew_Sabey_0001.jpg,neutral
583,Andrew_Shutley_0001.jpg,sadness
584,Andrew_Weissmann_0001.jpg,neutral
585,Andrew_Weissmann_0003.jpg,neutral
586,Andrew_Wetzler_0001.jpg,neutral
587,Andrzej_Tyszkiewicz_0001.jpg,neutral
588,Andy_Benes_0001.jpg,neutral
589,Andy_Bryant_0001.jpg,neutral
590,Andy_Dick_0001.jpg,neutral
591,Andy_Garcia_0001.jpg,happiness
592,Andy_Graves_0001.jpg,neutral
